# 外国人名の削除リスト (フルネーム)
#
# scripts/find_foreign_names.py が生成する。手で編集せず、誤判定は
# dict/foreign-names/allow.csv (残す) と deny.csv (消す) に書いて再生成する。
# 規則の版: 1 / Unihan: 18.0.0
# 入力: ipadic.csv, ipadic-neologd.csv, ipadic-neologd-sudachi.csv
# 件数: 9078 (full-name 9078)
劉延祐,リュウエンユウ,"名詞,固有名詞,人名,一般"
劉建,リュウケン,"名詞,固有名詞,人名,一般"
劉建緒,リュウケンショ,"名詞,固有名詞,人名,一般"
劉建輝,リュウケンキ,"名詞,固有名詞,人名,一般"
劉弘,リュウコウ,"名詞,固有名詞,人名,一般"
劉弘基,リュウコウキ,"名詞,固有名詞,人名,一般"
劉強,リュウキョウ,"名詞,固有名詞,人名,一般"
劉彊,リュウキョウ,"名詞,固有名詞,人名,一般"
劉復,リュウフク,"名詞,固有名詞,人名,一般"
劉復亨,リュウフクコウ,"名詞,固有名詞,人名,一般"
劉復基,リュウフクキ,"名詞,固有名詞,人名,一般"
劉循,リュウジュン,"名詞,固有名詞,人名,一般"
劉徳,リュウトク,"名詞,固有名詞,人名,一般"
劉徳強,リュウトクキョウ,"名詞,固有名詞,人名,一般"
劉徳願,リュウトクガン,"名詞,固有名詞,人名,一般"
劉徴,リュウチョウ,"名詞,固有名詞,人名,一般"
劉心武,リュウシンブ,"名詞,固有名詞,人名,一般"
劉志,リュウシ,"名詞,固有名詞,人名,一般"
劉志軍,リュウシグン,"名詞,固有名詞,人名,一般"
劉怜,リュウレイ,"名詞,固有名詞,人名,一般"
劉思祖,リュウシソ,"名詞,固有名詞,人名,一般"
劉恂,リュウジュン,"名詞,固有名詞,人名,一般"
劉恒,リュウコウ,"名詞,固有名詞,人名,一般"
劉恩格,リュウオンカク,"名詞,固有名詞,人名,一般"
劉恩源,リュウオンゲン,"名詞,固有名詞,人名,一般"
劉恭,リュウキョウ,"名詞,固有名詞,人名,一般"
劉惇,リュウトン,"名詞,固有名詞,人名,一般"
劉惔,リュウタン,"名詞,固有名詞,人名,一般"
劉愛利,ユエリ,"名詞,固有名詞,人名,一般"
劉愛玲,リュウアイレイ,"名詞,固有名詞,人名,一般"
劉慈欣,リュウジキン,"名詞,固有名詞,人名,一般"
劉慶,リュウケイ,"名詞,固有名詞,人名,一般"
劉憲,リュウケン,"名詞,固有名詞,人名,一般"
劉懋,リュウボウ,"名詞,固有名詞,人名,一般"
劉懐慎,リュウカイシン,"名詞,固有名詞,人名,一般"
劉成勲,リュウセイクン,"名詞,固有名詞,人名,一般"
劉成軍,リュウセイグン,"名詞,固有名詞,人名,一般"
劉拠,リュウキョ,"名詞,固有名詞,人名,一般"
劉振起,リュウシンキ,"名詞,固有名詞,人名,一般"
劉揖,リュウユウ,"名詞,固有名詞,人名,一般"
劉放,リュウホウ,"名詞,固有名詞,人名,一般"
劉政,リュウセイ,"名詞,固有名詞,人名,一般"
劉政会,リュウセイカイ,"名詞,固有名詞,人名,一般"
劉敏,リュウビン,"名詞,固有名詞,人名,一般"
劉敏哲,ユミンチョル,"名詞,固有名詞,人名,一般"
劉敞,リュウショウ,"名詞,固有名詞,人名,一般"
劉敬,リュウケイ,"名詞,固有名詞,人名,一般"
劉敬宣,リュウケイセン,"名詞,固有名詞,人名,一般"
劉整,リュウセイ,"名詞,固有名詞,人名,一般"
劉文島,リュウブントウ,"名詞,固有名詞,人名,一般"
劉文正,リウウェンジェン,"名詞,固有名詞,人名,一般"
劉文竜,リュウブンリュウ,"名詞,固有名詞,人名,一般"
劉文輝,リュウブンキ,"名詞,固有名詞,人名,一般"
劉文金,リュウブンキン,"名詞,固有名詞,人名,一般"
劉文静,リュウブンセイ,"名詞,固有名詞,人名,一般"
劉方,リュウホウ,"名詞,固有名詞,人名,一般"
劉旺,リュウオウ,"名詞,固有名詞,人名,一般"
劉昌友,リュウショウユウ,"名詞,固有名詞,人名,一般"
劉昌林,リュウショウリン,"名詞,固有名詞,人名,一般"
劉昌毅,リュウショウキ,"名詞,固有名詞,人名,一般"
劉昌赫,ユチャンヒョク,"名詞,固有名詞,人名,一般"
劉明利,リュウメイリ,"名詞,固有名詞,人名,一般"
劉易,リュウエキ,"名詞,固有名詞,人名,一般"
劉星,リュウセイ,"名詞,固有名詞,人名,一般"
劉昭,リュウショウ,"名詞,固有名詞,人名,一般"
